source_pdf,page,table_index,fee_name,fee_24_25,fee_25_26,gst_25_26,unit_25_26
Cumberland NSW - fees-charges-2025-2026.pdf,30,0,Bacteriological Testing,,$459.00,$459.00,per item
Cumberland NSW - fees-charges-2025-2026.pdf,30,0,"Improvement Notice/Prohibition Order – Regulated
System -pursuant to schedule 5 of Public Health
Regulation 2022",,$635.00,$635.00,per notice
Cumberland NSW - fees-charges-2025-2026.pdf,30,0,"Improvement Notice/Prohibition Order – Other -pursuant
to schedule 5 of Public Health Regulation 2022",,$295.00,$295.00,per notice
Cumberland NSW - fees-charges-2025-2026.pdf,30,0,Inspection of Industrial & Commercial Premises,,$318.00,$318.00,per hour
Cumberland NSW - fees-charges-2025-2026.pdf,30,0,Compliance Cost Notice,,"Fee = Total costs including staff time,
contractors, resources and administrative
expenses",,per notice
Cumberland NSW - fees-charges-2025-2026.pdf,30,0,"Application to install/construct/alter an On-site Sewage
Management System (including one inspection)",,$431.00,$431.00,per application
Cumberland NSW - fees-charges-2025-2026.pdf,30,0,"Residential premises application to operate On-site
Sewage Management System (per annum)",,$190.50,$190.50,per application
Cumberland NSW - fees-charges-2025-2026.pdf,30,0,"Commercial premises application to operate On-site
Sewage Management per annum",,$381.00,$381.00,per application
Cumberland NSW - fees-charges-2025-2026.pdf,64,0,Subdivision Work Inspection,,$270.50,$270.50,per hour
Cumberland NSW - fees-charges-2025-2026.pdf,64,0,Regular Maintenance Inspection / Re-inspection,,$250.00,$250.00,per hour
Cumberland NSW - fees-charges-2025-2026.pdf,64,0,Request for Catchment Map,,$325.00,$325.00,per property
Cumberland NSW - fees-charges-2025-2026.pdf,64,0,Flood Advice Letter,,$228.80,$228.80,per item
Cumberland NSW - fees-charges-2025-2026.pdf,64,0,Purchase of Signage: Confined space,,$43.64,$48.00,per item
Cumberland NSW - fees-charges-2025-2026.pdf,64,0,Purchase of Signage: OSD identification,,$19.09,$21.00,per item
Cumberland NSW - fees-charges-2025-2026.pdf,64,0,Purchase of Signage: Flood warning sign,,$77.73,$85.50,per item
Cumberland NSW - fees-charges-2025-2026.pdf,64,0,Drainage Pit Inspection,,$301.00,$301.00,per item
Cumberland NSW - fees-charges-2025-2026.pdf,64,0,Subsequent Inspections – Residential,,$167.50,$167.50,per driveway
Cumberland NSW - fees-charges-2025-2026.pdf,64,0,Subsequent Inspections – Heavy Duty,,$333.00,$333.00,per driveway
Cumberland NSW - fees-charges-2025-2026.pdf,64,0,Driveway / Footpath Dilapidation Inspection,,$167.50,$167.50,each
Cumberland NSW - fees-charges-2025-2026.pdf,64,0,Stormwater drainage connection,,$301.00,$301.00,per connection
Cumberland NSW - fees-charges-2025-2026.pdf,64,0,"Stormwater, Drains, Sewers, etc.",,$151.00,$151.00,per metre
Cumberland NSW - fees-charges-2025-2026.pdf,64,0,"Section 88G Certificate under the Conveyancing Act
1919, If no inspection of property required",,$50.00,$50.00,per certificate
Cumberland NSW - fees-charges-2025-2026.pdf,64,0,"Section 88G Certificate under the Conveyancing Act
1919, If inspection of property required",,$90.50,$90.50,per certificate
Cumberland NSW - fees-charges-2025-2026.pdf,64,0,"Section 88G Certificate under the Conveyancing Act
1919, Additional inspection for non-compliance works",,$167.50,$167.50,per inspection
Cumberland NSW - fees-charges-2025-2026.pdf,78,0,Section 603 Certificates,,$100.00,$100.00,per certificate
Cumberland NSW - fees-charges-2025-2026.pdf,78,0,Section 603 Copying / Fax,,$37.00,$37.00,per copy
Cumberland NSW - fees-charges-2025-2026.pdf,78,0,Copies of Deposited Plans and Strata Plans,,$28.00,$28.00,per copy
Cumberland NSW - fees-charges-2025-2026.pdf,78,0,Aggregation of Land Values,,$156.00,$156.00,per land parcel
Cumberland NSW - fees-charges-2025-2026.pdf,78,0,Statement of Account,,$82.50,$82.50,per copy
Cumberland NSW - fees-charges-2025-2026.pdf,78,0,Copy of Current Year's Rate Notice,,$7.30,$7.30,per notice
Cumberland NSW - fees-charges-2025-2026.pdf,78,0,Copy of Past Year's Rate Notice or written Rates Advice,,$21.00,$21.00,per notice
Cumberland NSW - fees-charges-2025-2026.pdf,78,0,Residential,,$25.00,$25.00,per assessment
Cumberland NSW - fees-charges-2025-2026.pdf,78,0,Residential Strata,,$12.50,$12.50,per assessment
Cumberland NSW - fees-charges-2025-2026.pdf,78,0,Business (Capped at $500.00 per property),,$25.00,$25.00,per 350sqm
Cumberland NSW - fees-charges-2025-2026.pdf,78,0,Business Strata,,$12.50,$12.50,per assessment
Cumberland NSW - fees-charges-2025-2026.pdf,78,0,"Presented Cheque Search - to identify presenters bank
account",,$70.50,$70.50,per transaction
Cumberland NSW - fees-charges-2025-2026.pdf,78,0,"Dishonoured Payment to Council (includes bank
charges)",,$27.50,$27.50,per transaction
Cumberland NSW - fees-charges-2025-2026.pdf,78,0,"Search of records to determine various deposits held by
Council when no information as to date of payment or
type of deposit is provided",,$98.64,$108.50,per application
Cumberland NSW - fees-charges-2025-2026.pdf,78,0,Taxable Supply,,Up to 0.6% per transaction,,per transaction
Cumberland NSW - fees-charges-2025-2026.pdf,78,0,Non-Taxable Supply,,Up to 0.6% per transaction,,per transaction
Cumberland NSW - fees-charges-2025-2026.pdf,78,0,"Interest on Overdue Rates and Charges (refer to
Section 566 Local Government Act 1993)",,10.5% per annum,,per OLG advice
Cumberland NSW - fees-charges-2025-2026.pdf,78,0,Written Advice / Email Advice,,$55.00,$55.00,"per 30 minutes,
or part of"
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,"140L red lid garbage bin, 240L yellow lid recycling bin
(strata properties only) -some strata properties may be
provided with larger bins based on these volume ratios
per dwelling",,$640.00,$640.00,per year
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,"140L red lid garbage bin, 240L yellow lid recycling bin
and 240L green lid organics bin",,$667.00,$667.00,per year
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,"240L red lid garbage bin, 240L yellow lid recycling bin
and 240L green lid organics bin (Single unit dwellings
only)",,$866.00,$866.00,per year
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,"240L red lid garbage bin, 240L yellow lid recycling bin
(former Holroyd City Council residents only)",,$776.00,$776.00,per year
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,"Availability charge where service is available but not
used",,$209.50,$209.50,per year
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,Additional 240L yellow lid recycling bin,,$114.00,$114.00,per year
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,"Additional 240L green lid organics bin (only available to
properties with existing organic waste services)",,$114.00,$114.00,per year
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,Bagged garden compost (subject to availability),,$4.60,$4.60,per bag
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,140L Garbage bin service collection,,$14.60,$14.60,"per bin/per
service"
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,240L Garbage bin service collection,,$18.40,$18.40,"per bin/per
service"
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,240L Organics waste bin collection,,$7.30,$7.30,"per bin /per
service"
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,240L Recycling waste bin collection,,$7.30,$7.30,"per bin /per
service"
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,660L Garbage bin service collection,,$68.00,$68.00,"per bin /per
service"
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,Other Commercial Services,,Price on application,,"volume / per
service"
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,Bin wheel in / wheel out service,,$13.20,$13.20,"per bin per
service"
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,"Clean-up Services (In addition to 4 allocated services
per property per annum - 8 cubic metres)",,$103.00,$103.00,"2 cubic metres
per collection"
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,"Parks Event Waste Removal-Supply and removal of
240L Waste Bin",,$30.45,$33.50,per bin
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,"Parks Event Waste Removal-Supply and removal of
660L Waste Bin",,$73.18,$80.50,per bin
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,"Parks Event Waste Removal-Supply and removal of
240L Recycle Bin",,$16.00,$17.60,per bin
Cumberland NSW - fees-charges-2025-2026.pdf,80,0,"Garbage Compactor Hire (All plant must be operated by
Cumberland City Council staff)",,$255.45,$281.00,per hour
Cumberland NSW - fees-charges-2025-2026.pdf,81,0,Labour Hire - Operator,,$54.09,$59.50,"per hour (min. 4
hrs)"
Cumberland NSW - fees-charges-2025-2026.pdf,81,0,Labour Hire - Operator (Weekends & Public Holidays),,$114.55,$126.00,"per hour (min. 4
hrs)"
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,Over 55’s Health Programs - 1 hour class,,$47.27,$52.00,"per person per
term"
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,Monday to Friday (after 5.00pm),,$20.00,$22.00,per hour
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,"Saturday or Sunday (24 hour hire period, must be
returned by midnight)",,$146.36,$161.00,per day
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,"Full Weekend Rate (6pm Friday to 6pm Sunday
inclusive)",,$292.73,$322.00,per weekend
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,Monday to Friday (after 5.00pm),,$40.91,$45.00,per hour
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,"Saturday or Sunday (24 hour hire period, must be
returned by midnight)",,$178.18,$196.00,per day
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,"Full Weekend Rate (6pm Friday to 6pm Sunday
inclusive)",,$476.36,$524.00,per weekend
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,Monday to Friday (after 5.00pm),,$31.82,$35.00,per hour
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,"Saturday or Sunday (24 hour hire period, must be
returned by midnight)",,$207.27,$228.00,per day
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,"Full Weekend Rate (6pm Friday to 6pm Sunday
inclusive)",,$414.55,$456.00,per weekend
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,Monday to Friday (after 5.00pm),,$49.09,$54.00,per hour
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,"Saturday or Sunday (24 hour hire period, must be
returned by midnight)",,$310.00,$341.00,per day
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,"Full Weekend Rate (6pm Friday to 6pm Sunday
inclusive)",,$617.27,$679.00,per weekend
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,Cancellation within 2 weeks,,50% of total hire cost,,per item
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,Cancellation within 1 week,,80% of total hire cost,,per item
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,Cancellation within 24 hours,,100% of total hire cost,,per item
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,Additional Cleaning costs if required,,Cost + 10% administration costs,,per item
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,Breach of Hire conditions,,Cost + 10% administration costs,,per breach
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,Loss of Keys,,Cost + 10% administration costs,,per item
Cumberland NSW - fees-charges-2025-2026.pdf,82,0,Damage,,Cost + 10% administration costs,,per item
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,59,0,Section 10.7(2) Certificate,$53.50,,$53.50,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,59,0,Section 10.7(2) and (5) Certificates,$134.30,,$134.30,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,59,0,Urgency,$72.50,,$72.50,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,59,0,Section 88G Certificate,$35.40,,$35.40,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,59,0,Copies of Documents/Plans under Section 10.8(2),$48.00,,$48.00,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,59,0,"140L Red lid garbage bin (Weekly), 240L Yellow lid recycling bin (Fortnightly) and 240L Green lid FOGO bin
(Fortnightly)",$490.00,,$490.00,Annually
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,59,0,"240L Red lid garbage bin (Weekly), 240L Yellow lid recycling bin (Fortnightly), and 240L Green lid FOGO bin
(Fortnightly)",$522.62,,$522.62,Annually
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,59,0,Availability charge for vacant land,$261.31,,$261.31,Annually
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,60,0,Special Products Service (Service public request out of ordinary),"Price determined at the time of
application",,,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,60,0,240 Litre Bin,$17.00,,$17.00,"PER
EMPTY"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,60,0,360 Litre Bin,$27.50,,$27.50,"PER
EMPTY"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,60,0,660 Litre Bin,$41.50,,$41.50,"PER
EMPTY"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,60,0,"1,500 Litre Bin",$69.00,,$69.00,"PER
EMPTY"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,60,0,"1,100 Litre Bin",$54.00,,$54.00,"PER
EMPTY"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,60,0,240 Litre Bin,$13.50,,$13.50,"PER
EMPTY"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,60,0,360 Litre Bin,$16.00,,$16.00,"PER
EMPTY"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,60,0,660 Litre Bin,$22.50,,$22.50,"PER
EMPTY"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,61,0,"1,100 Litre Bin",$27.50,,$27.50,"PER
EMPTY"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,61,0,Car batteries (domestic quantity),Free of Charge,,N,Each
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,61,0,Electronic waste (domestic quantity),Free of Charge,,N,Each
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,61,0,Gas cyclinder (domestic quantity),Free of Charge,,N,Each
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,61,0,Greenwaste - Per car (minimum),$7.73,,$8.50,"Per
Vehicle"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,61,0,Greenwaste - Ute (minimum),$13.64,,$15.00,"Per
Vehicle"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,61,0,Motor oil (domestic quantity and less than 20L),Free of Charge,,N,Each
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,61,0,Van or standard trailer 1.8x1.2m with 1m height (minimum),$19.09,,$21.00,"Per
Vehicle"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,61,0,Bottles/Cans (domestic quantity),Recycling : Free-Of-charge,,N,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,61,0,Paper/Cardboard (domestic quantity),Recycling : Free-Of-charge,,N,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,61,0,Metals/Whitegoods (domestic quantity),Recycling : Free-Of-charge,,N,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,61,0,Per Car,$5.45,,$6.00,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,61,0,Per Stand – Trailer (6X4 to a metre high),$10.00,,$11.00,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,61,0,Other than designated collection zones,"Price determined at the time of
application",,N,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,62,0,Reln Compost Aerator,$21.82,,$24.00,Each
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,62,0,Coconut Fibre (800g),$5.00,,$5.50,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,62,0,Additional FOGO caddy,Cost recovery basis,,N,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,62,0,Compost Bins,$59.09,,$65.00,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,62,0,Bag of Worms (1000),$36.36,,$40.00,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,62,0,Can o Worms Cover with Zeolite,$7.73,,$8.50,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,62,0,Reln Can of Worms,$75.91,,$83.50,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,62,0,Environment/waste education workshop,$55.00,,$60.50,"Per
Session"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,62,0,Additional Bulky Waste removal over and above the 2 pickups allowed per year per household,"$88 per collection of 2m3
$66 per 1m3 thereafter
Min. Fee excl. GST: $150.00",,N,"Per Pick
Up"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,62,0,Additional collection services (one off pick up) (1100L),$52.50,,$52.50,"Per Pick
Up"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,62,0,Additional collection services (one off pick up) (240L),$16.50,,$16.50,"Per Pick
up"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,62,0,Additional collection services (one off pick up) (660L),$40.50,,$40.50,"Per Pick
up"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,62,0,Missed collection due to non presentation (1100L) per bin,$52.50,,$52.50,Per bin
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,62,0,Missed collection due to non presentation (240L) per bin,$16.50,,$16.50,Per bin
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,62,0,Missed collection due to non presentation (660L) per bin,$40.50,,$40.50,Per bin
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,62,0,"Removal of garbage/ recycling bin from Council’s footpath after a period of 48 hours from service provision and
placement of bins within property",$49.00,,$49.00,Per service
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,63,0,RFBs wheel in - wheel out service (per bin),$98.50,,$98.50,Per bin
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,63,0,Disable Toilet Keys,$11.36,,$12.50,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,63,0,Clean Concrete (No Steel),$6.82,,$7.50,TONNE
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,63,0,Clean Concrete (Light Steel Max Size 1200mm X 450mm),$8.64,,$9.50,TONNE
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,63,0,Clean Concrete (Heavy Steel Maximum Size),$10.91,,$12.00,TONNE
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,63,0,Clean Concrete (Hand Unloading),$30.00,,$33.00,TONNE
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,63,0,Clay Bricks/Terracotta,$13.18,,$14.50,TONNE
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,63,0,Clay Bricks/Terracotta (Hand Unloading),$30.00,,$33.00,TONNE
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,63,0,Asphalt (Ripped),$8.64,,$9.50,TONNE
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,89,0,Utility Authorities/Major projects - Road Reserve Clearance Certificate per road segment,$284.00,,$284.00,Each
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,89,0,Assessment of street lighting,$245.00,,$245.00,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,89,0,"Road Opening Permit, Covers one Permit per Site or if more than One Lot per Site",$201.00,,$201.00,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,89,0,"Special Road Opening Permit, Opening in CBD area, Opening Central Road Pavement and Connection to
Council Drainage (Additional to Road opening permit)",$245.00,,$245.00,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,89,0,Road opening without a Permit,$290.00,,$290.00,EACH
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,129,0,Additional compliance reinspection,$157.50,,$157.50,"RE-
INSPECTI
ON"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,129,0,Pump out installation package (installation) + inspection/s + approval to operate 1 year,$483.50,,$483.50,"INSPECTI
ON"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,129,0,Domestic Installation Package (Assessment + 2 inspections + approval to operate 1 year),$489.50,,$489.50,"INSTALLA
TION"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,129,0,Inspections (Where additional inspections required),$112.50,,$112.50,"INSPECTI
ON"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,129,0,"Commercial Installation Package (Assessment, +2 inspections + approval to operate 1 year)",$820.50,,$820.50,"INSTALLA
TION"
Fairfield NSW - 2024-2025-pricing-policy-fees-and-charges-1-august-2024.pdf,129,0,Inspections (Where additional inspections required),$112.50,,$112.50,"INSPECTI
ON"
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,30,0,"Stormwater Assessment for CDC applications as per Council's
Stormwater Management Policy",,"Per application min $1500 (5 hrs) plus$300
per additional hour
Min. Fee excl. GST: $1,500.00",,"Stormwater Assessment for CDC applications as per Council's
Stormwater Management Policy"
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,30,0,Damage Deposit for works on Council Stormwater Infrastructure,,"Price on application based on cost of
works - to be determined by Council",,
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,30,0,Car Park Closure (per bay per day),,$36.00,$36.00,Car Park Closure (per bay per day)
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,30,0,Temporary compound Closure (per m2 per month),,$185.00,$185.00,Temporary compound Closure (per m2 per month)
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,32,0,Install or operate amusement devices (per event),,$395.00,$395.00,Install or operate amusement devices (per event)
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,32,0,"Use a standing vehicle or any article for the purpose of selling any
article in a public place for the period specified in the approval",,$395.00,$395.00,"Use a standing vehicle or any article for the purpose of selling any
article in a public place for the period specified in the approval"
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,32,0,"Carry out an activity prescribed by the regulations or an activity of a
class or description prescribed by the regulations",,$395.00,$395.00,
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,32,0,Skip Bins on Public Land (per bin per week),,$125.00,$125.00,Skip Bins on Public Land (per bin per week)
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,32,0,Collection & analysis of water samples by NATA approved laboratory,,Invoice cost,,
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,32,0,Pre-occupation Certificate Inspection,,$285.00,$285.00,Pre-occupation Certificate Inspection
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,32,0,"Hair, Skin Beauty Salon (Non-Skin Penetration Premises)",,$105.00,$105.00,
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,32,0,Improvement Notice – Regulated System,,$650.00,$650.00,
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,32,0,Prohibition Orders – Regulated System,,$650.00,$650.00,
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,32,0,"Improvement Notice – Public Swimming pool & Spa and Skin
Penetration Premises",,$302.00,$302.00,
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,32,0,"Prohibition Orders – Public Swimming pool & Spa and Skin
Penetration Premises",,$302.00,$302.00,
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,33,0,Standard Domestic Waste Management Charge,,$600.00,$600.00,
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,33,0,Additional Volume Domestic Waste Management Charge,,$779.00,$779.00,
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,33,0,Extra general waste bin service (120L),,$191.00,$191.00,Extra general waste bin service (120L)
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,33,0,Extra general waste bin service (240L),,$382.00,$382.00,Extra general waste bin service (240L)
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,33,0,Extra recycling bin service (240L),,$135.00,$135.00,Extra recycling bin service (240L)
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,33,0,Extra garden organics bin service (240L),,$180.00,$180.00,Extra garden organics bin service (240L)
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,33,0,Availability charge (dwelling with private domestic waste contractor),,$82.00,$82.00,
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,33,0,Availability charge (dwelling with cancelled bin service),,$82.00,$82.00,Availability charge (dwelling with cancelled bin service)
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,33,0,Commercial general waste bin service (240L) - once weekly,,$722.00,$722.00,Commercial general waste bin service (240L) - once weekly
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,33,0,Commercial general waste bin service (1100L) - once weekly,,"$3,004.00","$3,004.00",Commercial general waste bin service (1100L) - once weekly
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,34,0,Commercial recycling bin service (240L) - once weekly,,$364.00,$364.00,Commercial recycling bin service (240L) - once weekly
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,34,0,Commercial recycling bin service (1100L) - once weekly,,"$1,550.00","$1,550.00",Commercial recycling bin service (1100L) - once weekly
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,34,0,Commercial general waste bin service (240L) - twice weekly,,"$1,444.00","$1,444.00",Commercial general waste bin service (240L) - twice weekly
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,34,0,Commercial general waste bin service (1100L) - twice weekly,,"$6,009.00","$6,009.00",Commercial general waste bin service (1100L) - twice weekly
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,34,0,Commercial recycling bin service (240L) - twice weekly,,$728.00,$728.00,Commercial recycling bin service (240L) - twice weekly
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,34,0,Commercial recycling bin service (1100L) - twice weekly,,"$3,100.00","$3,100.00",Commercial recycling bin service (1100L) - twice weekly
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,34,0,Shared Community Waste Storage Areas - Security Bond,,$400.00,$400.00,
Georges River NSW - Fees-and-Charges-Report-for-2025-2026.pdf,34,0,"Event bin – 240L bin supply and removal, per bin",,$95.00,$104.50,"Event bin – 240L bin supply and removal, per bin"
